,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,"May 01, 2020",2 ba,1 bd + den,,,$1395,"Premium location, 20 minutes to the Core and all essentials are right at your doorstep; Sunterra Market, Starbucks, Shopper Drug Mart, Banks, and eclectic restaurants. This beautiful one bedroom and den unit is bright and spacious with in suite laundry, his and her closets, and balcony.
Other features include secure underground parking, storage locker and garbage chute.
Available MAY 1ST
Rent: $1495/month
Includes Heat & Water
Please email for showings.",Unfurnished,51.0234411,Long Term,https://www.rentfaster.ca/404824,-114.1125382,Suite 0,$1395.00,1092,0,,2020-04-03 10:02:35.908991,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$1375,"This is a main floor apartment style condo found in erin woods on the corner of 36th street and peigan trail NE. It comes with one underground secure parking spot with some extra storage down there as well. There is more street parking available. It has two bedrooms and two bathrooms with an open concept living room and kitchen. Recently renovated with laminate flooring in the main space and carpeted bedrooms. In floor heating, en suite laundry, and a separate entrance are only a few perks. All utilities are included in the cost (excluding TV/Internet) which will make budgeting easier. It’s only minutes away from the new East hills shopping area with a Walmart super centre, Costco, Cineplex theatre, and many restaurants. Small pets negotiable. Available May 1st.",Unfurnished,51.0173841,Long Term,https://www.rentfaster.ca/136555,-113.9778006,Suite 0,$1375.00,950,0,,2020-04-03 10:03:36.434905,Condo,,,
,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2095,"Ascend to the 19th floor of the Solaire built by the LaCaille Group! This majestic space has 270 degree views. Facing south you will see all of downtown Calgary and facing west, the Rocky Mountains and the Bow River. Concierge service greets you at the door and offers laundry service and house cleaning to any who enquire. One heated underground parking stall comes with the suite and there are visitor stalls for your guest.

The suite has engineered hardwood throughout with full air conditioning and fresh air always coming in. A TV anchor is provided above the gas fireplace and two majestic columns adorn the living space. The kitchen has all high end Bosch and Kitchen Aid appliances with granite counter tops and under cabinet lighting as well as a lit pantry.

The master bedroom faces south and has a five-piece en suite with a huge walk-in closet. The second bedroom is on the opposite side of the suite and faces the mountains to the west. It has a cheater door to the second bathroom with a glass shower. Proof of tenant insurance is mandatory.

To view this suite, please call or text Tanya at 403-703-0166.

PROFESSIONALLY MANAGED BY STREETWISE PROPERTY MANAGEMENT INC.",Unfurnished,51.0501285,Long Term,https://www.rentfaster.ca/314497,-114.0804723,Suite 0,$2160.00,1060,0,,2020-04-03 10:04:37.000491,Condo,,,
,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,3 bd,,,$2395,"Welcome to this immaculate rare THREE bedrooms, two bathrooms condo in the desirable Mission area! Close to all the trendy shops, restaurants, bars and more in Mission and 17th Ave! A 10-minute walk into the core of downtown! This modern and fully upgraded unit features a large kitchen with stainless steel appliances including a gas cooktop, espresso cabinets and quartz countertops. Laminate floors throughout the large main living and dining areas, large master bedroom with private ensuite, 2 extra bedrooms, large SW balcony and in-suite laundry round out this condo. Tribeca offers comfort and convenience to residents with double party walls, car wash, visitor parking and communal gardens. 
The open plan suite is well laid out, with a bright living area that runs over 24' long separating the master suite (with walk-through closet and svelte modern ensuite bath) from the 2 extra bedrooms. Kitchen and baths are finished in espresso cabinetry, wide-cut porcelain tile and luminous white quartz counters. The kitchen is sure to impress with stainless steel appliances, gas cooktop, under-mount sink, tile backsplash and LED undercabinet lighting. Wide-plank laminate floors, 9' ceilings, a large S.W. exposure balcony with gas jet. Tribeca offers comfort and convenience to residents with double party walls, car wash, visitor parking, separate loading bay and communal gardens. The hip, urban location is second to none.
Don't miss out on this fantastic condo, book your private tour today!
3 Bedroom + 2 Full Bathroom 1100sf Condo
Secure/Heated Underground Parking Included
$2395 + Security + Utilities (Unfurnished)
Furnished Option Available - Please inquire for more info. 
Available for Immediate Possession

* Seeking long-term, stable, responsible and clean tenant who pays on time.",Negotiable,51.0350752,Negotiable,https://www.rentfaster.ca/406500,-114.0702449,Suite 0,$2395.00,1100,0,,2020-04-03 10:05:37.605388,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2400,"End unit features floor to ceiling windows, private entrance with hardwood floors through the majority of the main level. 
The kitchen features quartz counter tops, a large island with storage & upgraded stainless appliances, including a gas stove. 
There is a full bathroom on the main level along with a large entrance.
 Upstairs feature the master bedroom with private balcony with views of the city skyline. 
The en-suite features more quarts counter tops, a soaker tub and the washer & dryer 
The second bedroom is a generous size & placed on the opposite end of this floor. 
Great location is walking distance to all amenities and the LRT. 
Features TWO underground titled parking stalls & a storage unit.
Utilities included are heat, electricity, and water.
Call, email, or text to schedule a viewing",Unfurnished,51.0536504,Negotiable,https://www.rentfaster.ca/390432,-114.08471570000002,Suite 0,$2400.00,1072,0,,2020-04-03 10:06:38.031573,Condo,,,
,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$1850,"Amazing 2 Bedroom, 2 Bathrooms with underground heated parking space in the Evolution Midrise. South facing suite is located on the 2nd floor. A bright & open concept apartment with grey wide plank wood flooring, stainless steel appliances include gas range, in-suite washer/dryer, granite countertops, floor to ceiling windows along south side with blackout blinds installed throughout, heated tiled washrooms floors, ample closets and storage space. Large deck with NG hookup. Building includes a rooftop garden, spacious 2nd level outdoor space and 2 fitness rooms.
Right around the corner, Phil & Sebastians coffee, Sidewalk Citizen bakery and Charbar Restaurant. Retail spaces and additional eateries coming soon. Downtown living at its finest in this gem of a location in Calgary. You won't want to miss out on calling this your new home.",Unfurnished,51.04619,Negotiable,https://www.rentfaster.ca/132210,-114.0519,Suite 0,$1850.00,890,0,,2020-04-03 10:07:38.692397,Apartment,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1800,"The ALURA tower is just steps from some of the best shops, restaurants and entertainment that Calgary has to offer. Being next door to an LRT station is only one of the many benefits to the location of this condo. Many of Calgary's coolest paths and walkways are literally steps away. .  
This spacious, open and bright urban dwelling is located on the 18th floor and includes some stunning downtown, Saddledome and mountain views. The 2 bedroom, 2 bathroom condo is perfect for a roommate situation as both bedrooms include ensuite bathrooms. 
The Master bedroom with South facing views, boasts an incredible walk thru closet with custom drawers and plenty of room for those shoes! From the closet walk right into the full ensuite with tub/shower combo. The 2nd bedroom, located opposite to the Master, also includes South facing views, a walk thru closet leading into an ensuite with a glass enclosed  shower and an oversized sink/vanity. 
As you walk in, you are greeted with a very open living, dining and kitchen concept. The oversized kitchen includes Whirlpool stainless steel appliances, beautiful gray quartz countertops that complement the checkered backsplash tiling and ample dark brown cabinetry. Enjoy the downtown Calgary views from the living room or step out into the balcony on a clear day to see the majestic mountains. Included are in suite laundry, A/C, storage locker and an underground parking spot. The building has a gym, concierge and a beautiful courtyard on the 2nd floor. 
Rent includes all utilities except Electricity, Internet and Cable. Clean, modern, well-maintained and ready to go! 
Schedule your showing today!    Yes! I want to see it! 
**Nikzad Kassam is a Licensed Real Estate Agent with CIR Realty in Calgary, Alberta**
<strong>Urban Dwellings Calgary</strong> - Find Your Home...in the Heart of the City
<ul>
<li>Calgary Quality Rentals</li>
<li>Property Management Services</li>
<li>Relocation Assistance</li>
</ul>
Visit us on our <a rel=""nofollow"" href=""http://www.urbandwellings.ca"" target=""_blank"" >Website</a> - Like us on <a rel=""nofollow"" href=""http://www.facebook.com/urbandwellingsYYC"" target=""_blank"" >Facebook</a> - Follow us on <a rel=""nofollow"" href=""https://www.instagram.com/urbandwellingsYYC/"" target=""_blank"" >Instagram</a>
<i><b>​<span>The greatest form of flattery is a Referral...</span></b></i>
 
&nbsp;
Urban Dwellings Calgary - Find Your Home...in the Heart of the City

Calgary Quality Rentals
Property Management Services
Relocation Assistance

Visit us on our Website - Like us on Facebook - Follow us on Instagram
​The greatest form of flattery is a Referral...",Unfurnished,51.039802950408,Long Term,https://www.rentfaster.ca/363692,-114.060571282092,Suite 0,$1800.00,852,0,,2020-04-03 10:08:39.171403,Condo,,,
,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,Immediate,1.5 ba,3 bd,,,$1400,"The unit is part of a 4 Plex building, the unit are side by side like a town house. Home is close to downtown, Foothills Hospital, Sait, U of C,  few block from West hillhurst community center and a few block to the bow river pathway.

The bedrooms is located below grade at the lower level and there is one full bathroom and one 1/2 bathroom.  the kitchen, dinning area and living room is located on the upper level.

Outdoor parking at the back and street parking at the front

Tenant pays their own utilitie",Unfurnished,51.054645,Long Term,https://www.rentfaster.ca/405463,-114.106698,Suite 0,$1400.00,1200,0,,2020-04-03 10:09:39.677521,Townhouse,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1750,"IMMEDIATE POSSESSION 
SPECTACULAR views and UNBEATABLE walk-score! The industrial loft-inspired home features exposed concrete ceilings with polished matte concrete floors and has floor to ceiling wrap-around windows letting tons of light to flood in. High finishes in the kitchen include quartz countertops, glossy upper cabinets with full size stainless steel appliances. INK is walking distance to all downtown amenities including the New Central Library, City Hall C-Train station, Stampede and steps from river pathways. Coming soon to the area is 5th and Third 2 storey retail shopping centre including Superstore and Shoppers Drugmart.
Rent includes: Heat, Water, Air Conditioning, Internet. Tenant is responsible for their own electricity. Parking spot is NOT included, but it can be rented separately from the developer.
Contact me today for your private viewing today!
**DUE TO COVID 19 VIRTUAL TOUR IS AVAILABLE**
English/Chinese",Unfurnished,51.045403,Long Term,https://www.rentfaster.ca/367835,-114.049396,Suite 0,$1750.00,690,0,,2020-04-03 10:10:40.131129,Condo,,,
,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$1700,"Live Video Call Showings are Available for this Property.
Welcome to the Cozart Homestead. This air conditioned 2 bedroom 2 bathroom condo features over 1150sq ft, and in the heart of the bustling Beltline community. Upon entering you'll be delighted by the ample storage space, a closet for your jackets, a spacious laundry room with shelving all in addition to the separate in-suite storage and linen closets. The substantial dining/living room is lit by soaring floor to ceiling windows spanning the entire wall, along with a sliding door that invites you to your 650 sq.ft patio.
The kitchen is no exception with plenty of space to entertain. This delightful condo offers a sizeable master bedroom with a 4 piece ensuite. Including 2 UNDERGROUND PARKING STALLS. The building has upgraded fitness amenities, a car wash, and a spacious entertainment room for gatherings. You'll love living on this quiet street corner, while still being within walking distance to all the trendy shops & amenities that the inner-city core has to offer. This amazing unit comes with assigned storage, underground parking & public transit outside your doorstep. Come see what's waiting for you!  NO Children under 18yrs.
Please contact Residential Leasing Group Inc to book a showing today! 403-244-6944",Unfurnished,51.0398825,Long Term,https://www.rentfaster.ca/117674,-114.0846282,Suite 0,$1700.00,1150,0,,2020-04-03 10:11:40.697445,Condo,,,
,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,Immediate,2 ba,2 bd,,,$2000,"Beautifully kept boutique style building in the heart of Mission.  Corner suite with downtown views. Renovated to a high standard of finishing / numerous built ins and storage. Approximately 1200 sq ft, 2 bedrooms, 2 full bathrooms, 2 balconies, Stainless steel appliances, wine fridge, in suite laundry, air conditioning. Gleaming engineered hardwood flooring.  One indoor parking stall and visitor parking. No pets or smoking permitted. Available now. Call for appointment.",Unfurnished,51.0301918,Long Term,https://www.rentfaster.ca/351110,-114.0662079,Suite 0,$2000.00,Approx 1200 sq ft,0,,2020-04-03 10:12:41.231729,Condo,,,
,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1895,"Furnished 2 BR, 2 full baths  executive condo with balcony, clear panoramic and  fantastic view of Bow River (from all rooms including living room, balcony) in a quiet low rise building is  available Apr 1, 2020. Secure building with attendant. Bow River promenade just across the street.  Beautifully appointed with lots of upgrades: Espresso kitchen cabinets, stainless steel appliances, granite counter tops,  upgraded light fixtures etc. Rent is $ 1895/mo (1895 SD), all utilities except electricity included. Includes 1 secured heated underground  parking, in Suite Washer and Dryer,bikes storage, building Gym/exercise room and ample visitors parking. Short walk to C-Train station (within free ride zone), City Hall, Harry Hays Building, river board walk and plus 15 connection.  Please call  Chandra @ 403-247-9758.",Negotiable,51.049836600000006,Negotiable,https://www.rentfaster.ca/289663,-114.0558229,Suite 0,$1895.00,925 (with balcony),0,,2020-04-03 10:13:41.666338,Condo,,,
,,,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,"May 01, 2020",2 ba,3 bd,,,$1600,"Renovated bungalow with over 1,800 sq ft of developed space, including 3 bedrooms, 2 full baths, solarium and double garage! 
Main Floor

Front living room with fireplace, open to the adjacent to dining room, both with hardwood floors
Solarium with large windows and electric heaters for year-round use
Renovated kitchen with stainless steel appliances and tile floor
Three bedrooms, all with hardwood floors
Renovated 3-piece bathroom, including new large shower

 Basement

Large rec room complete with electric fireplace & TV already mounted on the wall
Renovated 4-piece bathroom with cork flooring
Den/ spare room with wardrobe as well as an additional storage room
Laundry/ furnace room with work bench

This 1956 home has been well maintained and has many recent renovations.  The back yard has a double detached garage, large trees and small dog run.  The solarium is a great place to relax and enjoy some sun!  Closely located to 14th St NW and Northmount Dr NW, with easy access to downtown, and transit. 
We are looking for quiet tenants with good credit and references.  This home is a non-smoking home; small dogs are negotiable, no other pets will be considered.  Minimum one-year lease.
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span style=""color: #808080;"">This property is proudly managed by Boswell Krieger Management &amp; Realty Ltd.</span><br /><span style=""color: #808080;""> 214 &ndash; 5718 1A St SW, Calgary, AB</span><br /><span style=""color: #808080;""> 403-259-4111, <a rel=""nofollow"" href=""mailto:info@boswellkrieger.com"" target=""_blank"">info@boswellkrieger.com</a>, <a rel=""nofollow"" href=""http://www.boswellkrieger.com"" target=""_blank""><a rel=""nofollow"" href=""http://www.boswellkrieger.com""  title=""www.boswellkrieger.com"" target=_blank>www.boswellkrieger.com</a></a></span></p>
<p><!-- [if gte vml 1]><v:shapetype id=""_x0000_t75""
 coordsize=""21600,21600"" o:spt=""75"" o:preferrelative=""t"" path=""m@4@5l@4@11@9@11@9@5xe""
 filled=""f"" stroked=""f"">
 <v:stroke joinstyle=""miter""/>
 <v:formulas>
  <v:f eqn=""if lineDrawn pixelLineWidth 0""/>
  <v:f eqn=""sum @0 1 0""/>
  <v:f eqn=""sum 0 0 @1""/>
  <v:f eqn=""prod @2 1 2""/>
  <v:f eqn=""prod @3 21600 pixelWidth""/>
  <v:f eqn=""prod @3 21600 pixelHeight""/>
  <v:f eqn=""sum @0 0 1""/>
  <v:f eqn=""prod @6 1 2""/>
  <v:f eqn=""prod @7 21600 pixelWidth""/>
  <v:f eqn=""sum @8 21600 0""/>
  <v:f eqn=""prod @7 21600 pixelHeight""/>
  <v:f eqn=""sum @10 21600 0""/>
 </v:formulas>
 <v:path o:extrusionok=""f"" gradientshapeok=""t"" o:connecttype=""rect""/>
 <o:lock v:ext=""edit"" aspectratio=""t""/>
</v:shapetype><v:shape id=""Picture_x0020_0"" o:spid=""_x0000_s1026"" type=""#_x0000_t75""
 alt=""BK Logo.jpg"" style='position:absolute;margin-left:147.8pt;margin-top:4.75pt;
 width:309.6pt;height:102.55pt;z-index:251658240;visibility:visible'>
 <v:imagedata src=""file:///C:UsersERICSM~1AppDataLocalTempmsohtmlclip11clip_image001.jpg""
  o:title=""BK Logo""/>
 <w:wrap type=""square""/>
</v:shape><![endif]--></p>


This property is proudly managed by Boswell Krieger Management & Realty Ltd. 214 – 5718 1A St SW, Calgary, AB 403-259-4111, info@boswellkrieger.com, www.boswellkrieger.com",Unfurnished,51.0877,Long Term,https://www.rentfaster.ca/144697,-114.08765,Suite 0,$1600.00,1800,0,,2020-04-03 10:14:42.214147,House,,,
,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,Immediate,2.5 ba,2 bd,,,$1850,"Spacious airy 4 story split townhouse. 2 bedrooms plus den as well as finished basement with steamroom, single car garage and large driveway. Plenty of storage, gas fireplace, and a large deck. .
Includes 7 appliances, built in vacuum system, bbq.",Unfurnished,51.041519669659,Long Term,https://www.rentfaster.ca/299989,-114.022201100464,Suite 0,$1850.00,1400,0,,2020-04-03 10:15:42.672614,Townhouse,,,
,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Immediate,2 ba,3 bd,,,$1500,"A neat and beautiful home just steps from 16 Ave and Centre street in beautiful Balmoral/Crescent Heights community, 5 mins from downtown; steps to supermarket and almost all amenities. Newly renovated flooring for entire home, plus newly renovated kitchen and bathrooms.
Preference to rent entire home. Each bedroom has a large closet space, window space, and new flooring. One bedroom has an en-suite washroom and standing shower, which is all newly renovated. Welcome small families/friends who are non-smoking with stable jobs or students!
Inbox to book a viewing!",Unfurnished,51.068146,Negotiable,https://www.rentfaster.ca/399103,-114.05956299999998,Suite 0,$1500.00,,0,,2020-04-03 10:16:43.164776,House,,,
,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,"May 01, 2020",1.5 ba,3 bd,,,$1450,"Welcome to 707 3rd Ave NW
This incredibly unique rental opportunity is located in the highly sought-after communtity of Sunnyside! Just blocks away from the Bow River, this property is perfectly situated for those that work Downtown, but want to escape the concrete jungle. TONS of local amenities and nature just steps away! 
*** Video walk-through available here: https://youtu.be/c-fivbGWD8k ***
#2 707 3rd Ave NW is the only 2 level apartment in this building! With 3 spacious bedroom and 1.5 baths, this property is perfect for a group of responsible working proffesionals! Main floor features the full bathroom and incredibly spacious, open concept, living/kitchen/dining room with laminate flooring and an ample balcony! A spacious storage room on this level is also extra handy! 
Lower level features 2 well-sized bedrooms and a half bath, as well as another storage room and ground level patio! 
Shared laundry facilities on site. 
One covered parking stall included! 
Tenant pays electricity. 
 
Interested in making this property your next home? Simply send us an email letting us know a bit about yourself, whom would be living with you, if you have any pets and a preferred move in date.  A Property Manager will get back to you with standard terms and work with you to schedule a viewing.

Price: $1450
Bedrooms: 3 bedrooms
Bathrooms: 1.5 bathrooms
Sq/ft: 1000
Location: #2 707 3rd Ave NW Calgary AB
Contact phone: 1-403-818-5836
Check out our many other listings here https://drummerrealty.com",Unfurnished,51.0584658,Long Term,https://www.rentfaster.ca/406397,-114.07891709999998,Suite 0,$1450.00,1000,0,,2020-04-03 10:17:43.653655,Apartment,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,"May 01, 2020",2.5 ba,2 bd,,,$1950,"Luxury Condo with Panoramic views of downtown Calgary and Shaganappi Golf Course from your wrap around deck, you do not want to miss this gorgeous 2 bedroom Condo in desirable Copperwood Complex.
Offers a private and secluded, inner City property, this is truly an upscale ""executive class Condo!"" the Condo is very spacious as it offers 1435 sqft and offers a gorgeous view of down town skyline and Shaganappi Gold Course, this Property is full of upgrades throughout.

This double master bedroom design (both with there own full bathrooms) is a perfect unit for young professionals looking for short commute to downtown, while maintaining that ""community feel"". Additional features also include, large kitchen with granite counter-tops, upgraded appliances, raised eating bar, breakfast knock and maple cabinet, in suite laundry and an office complete this luxury Condo. Other features include an underground titled stall (1), storage locker and private exercise facility and rec room.
Don't miss out on this wonderful Condo, call today for private showing

Don't miss out on this great place/location and hurry book your private showing.",Unfurnished,51.0475082,Long Term,https://www.rentfaster.ca/122708,-114.1323931,Suite 0,$1950.00,1400+,0,,2020-04-03 10:18:44.138524,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,Immediate,2 ba,2 bd,,,$2000,"Beautiful and modern condo in Casel building on 17th Ave SW. 2 bedroom, 2 bathroom, living room with open kitchen and bar eating area and large balcony. Excellent location with beautiful east view of downtown Calgary from the 7th floor. Unit is air conditioned and includes one underground, secured parking stall.  Casel is only 10 minutes by car or bus/train from downtown or UofC. Cleaning service also available upon request. Lease term: minimum 1 year.",Unfurnished,51.0374989,Long Term,https://www.rentfaster.ca/304659,-114.1183368,Suite 0,$2000.00,1030,0,,2020-04-03 10:19:44.678208,Condo,,,
